qname,A_pos,A_strand,B_pos,B_strand,A_AS,A_XS,A_score_gap,A_MAPQ,A_MAPQ_clean,A_NM,A_candidate_count,A_rank,expected_B_center,target_z,target_width,bowtie_fixed_width,TLEN_for_evaluation_only,primary
r9118,41367,+,41621,-,-5,,,255,,2,1,1,41550.0,71.0,142.0,500,321,True
r9119,6504,-,6271,+,-1,,,255,,1,1,1,6307.0,36.0,72.0,500,-286,True
r9120,23593,-,23475,+,0,,,255,,0,1,1,23496.0,21.0,42.0,500,-271,True
r9121,38934,-,38832,+,-9,,,255,,2,1,1,38832.0,0.0,0.0,500,-250,True
r9122,43811,-,43715,+,-10,,,255,,4,1,1,43677.0,38.0,76.0,500,-212,True
r9123,14984,+,15132,-,-13,,,255,,5,1,1,15148.0,16.0,32.0,500,234,True
r9124,44276,-,44139,+,-11,,,255,,4,1,1,44167.0,28.0,56.0,500,-278,True
r9125,46342,-,46200,+,-6,,,255,,4,1,1,46207.0,7.0,14.0,500,-257,True
r9126,9440,-,9302,+,0,,,255,,0,1,1,9253.0,49.0,98.0,500,-201,True
r9127,33620,+,33790,-,-6,,,255,,4,1,1,33786.0,4.0,8.0,500,254,True
r9128,2319,-,2319,+,-1,,,255,,1,1,1,2445.0,126.0,252.0,500,-188,True
r9129,24754,-,24593,+,-8,,,255,,2,1,1,24615.0,22.0,44.0,500,-272,True
r9131,20419,-,20220,+,-6,,,255,,5,1,1,20223.0,3.0,6.0,500,-253,True
r9132,7984,-,7908,+,-7,,,255,,2,1,1,7927.0,19.0,38.0,500,-269,True
r9133,44107,+,44107,-,-18,,,255,,4,1,1,44123.0,16.0,32.0,500,234,True
r9134,44516,+,44653,-,-6,,,255,,5,1,1,44716.0,63.0,126.0,500,187,True
r9135,22798,-,22622,+,0,,,255,,0,1,1,22645.0,23.0,46.0,500,-273,True
r9137,24715,-,24626,+,-1,,,255,,1,1,1,24593.0,33.0,66.0,500,-217,True
r9138,47222,-,47150,+,-2,,,255,,2,1,1,47044.0,106.0,212.0,500,-144,True
r9139,36740,+,36785,-,0,,,255,,0,1,1,36804.0,19.0,38.0,500,231,True
r9141,7378,+,7528,-,-1,,,255,,1,1,1,7524.0,4.0,8.0,500,254,True
r9142,2847,+,3022,-,-18,,,255,,5,1,1,2978.0,44.0,88.0,500,294,True
r9143,29168,+,29295,-,-3,,,255,,2,1,1,29234.0,61.0,122.0,500,311,True
r9144,20648,+,20744,-,0,,,255,,0,1,1,20811.0,67.0,134.0,500,183,True
r9145,1713,+,1823,-,-2,,,255,,1,1,1,1810.0,13.0,26.0,500,263,True
r9146,26888,+,27087,-,-6,,,255,,2,1,1,27085.0,2.0,4.0,500,252,True
r9147,20005,-,19854,+,0,,,255,,0,1,1,19820.0,34.0,68.0,500,-216,True
r9148,10097,+,10272,-,-8,,,255,,3,1,1,10268.0,4.0,8.0,500,254,True
r9149,21087,-,20924,+,-2,,,255,,2,1,1,20923.0,1.0,2.0,500,-249,True
r9150,38498,-,38303,+,0,,,255,,0,1,1,38294.0,9.0,18.0,500,-241,True
r9151,47939,+,48163,-,-8,,,255,,2,1,1,48146.0,17.0,34.0,500,267,True
r9152,34660,+,34890,-,-1,,,255,,1,1,1,34842.0,48.0,96.0,500,298,True
r9153,18354,-,18250,+,-1,,,255,,1,1,1,18210.0,40.0,80.0,500,-210,True
r9154,28856,-,28794,+,-2,,,255,,1,1,1,28716.0,78.0,156.0,500,-172,True
r9155,8831,+,8996,-,0,,,255,,0,1,1,8989.0,7.0,14.0,500,257,True
r9156,6295,-,6091,+,-3,,,255,,2,1,1,6089.0,2.0,4.0,500,-248,True
r9157,41265,+,41420,-,-9,,,255,,5,1,1,41357.0,63.0,126.0,500,313,True
r9158,14576,-,14379,+,-2,,,255,,1,1,1,14373.0,6.0,12.0,500,-244,True
r9160,2769,+,2784,-,-8,,,255,,1,1,1,2788.0,4.0,8.0,500,246,True
r9161,43191,-,43034,+,-1,,,255,,1,1,1,43110.0,76.0,152.0,500,-326,True
r9162,34939,+,35127,-,-14,,,255,,7,1,1,35097.0,30.0,60.0,500,280,True
r9163,20967,+,21027,-,-16,,,255,,4,1,1,21100.0,73.0,146.0,500,177,True
r9164,18767,-,18525,+,-6,,,255,,3,1,1,18576.0,51.0,102.0,500,-301,True
r9165,41131,+,41131,-,-30,,,255,,14,1,1,41112.0,19.0,38.0,500,269,True
r9167,30638,+,30816,-,-7,,,255,,7,1,1,30843.0,27.0,54.0,500,223,True
r9168,19030,+,19094,-,-20,,,255,,6,1,1,19127.0,33.0,66.0,500,217,True
r9169,19167,-,18932,+,-10,,,255,,7,1,1,18970.0,38.0,76.0,500,-288,True
r9170,34034,+,34248,-,-2,,,255,,2,1,1,34208.0,40.0,80.0,500,290,True
r9171,19995,+,20105,-,-3,,,255,,3,1,1,20190.0,85.0,170.0,500,165,True
r9172,4319,+,4553,-,-3,,,255,,1,1,1,4510.0,43.0,86.0,500,293,True
r9173,47696,-,47471,+,-2,,,255,,2,1,1,47520.0,49.0,98.0,500,-299,True
r9175,19648,-,19493,+,-12,,,255,,9,1,1,19497.0,4.0,8.0,500,-254,True
r9176,34752,+,34826,-,0,,,255,,0,1,1,34829.0,3.0,6.0,500,247,True
r9177,45208,-,45025,+,-4,,,255,,2,1,1,45051.0,26.0,52.0,500,-276,True
r9178,18544,+,18733,-,-4,,,255,,2,1,1,18752.0,19.0,38.0,500,231,True
r9179,35528,+,35699,-,-3,,,255,,1,1,1,35701.0,2.0,4.0,500,248,True
r9180,2824,+,2934,-,-8,,,255,,3,1,1,3016.0,82.0,164.0,500,168,True
r9181,47622,+,47644,-,-10,,,255,,6,1,1,47658.0,14.0,28.0,500,236,True
r9182,8733,+,8935,-,-1,,,255,,1,1,1,8905.0,30.0,60.0,500,280,True
r9183,1003,-,985,+,-5,,,255,,2,1,1,912.0,73.0,146.0,500,-177,True
r9184,39238,-,39038,+,-6,,,255,,2,1,1,39054.0,16.0,32.0,500,-266,True
r9185,21553,+,21716,-,-11,,,255,,3,1,1,21757.0,41.0,82.0,500,209,True
r9186,1669,-,1488,+,0,,,255,,0,1,1,1533.0,45.0,90.0,500,-295,True
r9187,21223,-,21016,+,0,,,255,,0,1,1,21028.0,12.0,24.0,500,-262,True
r9188,45777,+,45987,-,0,,,255,,0,1,1,45979.0,8.0,16.0,500,258,True
r9189,38190,-,38079,+,-5,,,255,,1,1,1,37994.0,85.0,170.0,500,-165,True
r9190,25937,+,26108,-,-2,,,255,,2,1,1,26115.0,7.0,14.0,500,243,True
r9191,32277,+,32454,-,-4,,,255,,2,1,1,32412.0,42.0,84.0,500,292,True
r9192,8611,-,8515,+,-1,,,255,,1,1,1,8467.0,48.0,96.0,500,-202,True
r9193,12320,-,12200,+,-7,,,255,,7,1,1,12147.0,53.0,106.0,500,-197,True
r9194,48032,+,48236,-,-7,,,255,,4,1,1,48223.0,13.0,26.0,500,263,True
r9195,17831,-,17733,+,-2,,,255,,1,1,1,17667.0,66.0,132.0,500,-184,True
r9196,20336,+,20461,-,-6,,,255,,5,1,1,20442.0,19.0,38.0,500,269,True
r9197,16464,-,16460,+,-5,,,255,,3,1,1,16499.0,39.0,78.0,500,-289,True
r9198,36703,+,36703,-,-2,,,255,,2,1,1,36731.0,28.0,56.0,500,222,True
r9199,17475,-,17256,+,-4,,,255,,1,1,1,17286.0,30.0,60.0,500,-280,True
r9200,4746,+,4755,-,-10,,,255,,9,1,1,4790.0,35.0,70.0,500,215,True
r9201,27790,+,27838,-,-7,,,255,,4,1,1,27890.0,52.0,104.0,500,198,True
r9202,2149,+,2362,-,0,,,255,,0,1,1,2344.0,18.0,36.0,500,268,True
r9203,32876,-,32660,+,-5,,,255,,3,1,1,32681.0,21.0,42.0,500,-271,True
r9204,46175,+,46338,-,-1,,,255,,1,1,1,46371.0,33.0,66.0,500,217,True
r9205,44287,-,44287,+,-14,,,255,,5,1,1,44490.0,203.0,406.0,500,-245,True
r9206,15151,+,15261,-,-8,,,255,,5,1,1,15272.0,11.0,22.0,500,239,True
r9208,8507,-,8402,+,0,,,255,,0,1,1,8362.0,40.0,80.0,500,-210,True
r9209,43607,+,43818,-,-1,,,255,,1,1,1,43806.0,12.0,24.0,500,262,True
r9210,48326,-,48315,+,-100,,,255,,32,1,1,48253.0,62.0,124.0,500,-188,True
r9211,8159,+,8242,-,-1,,,255,,1,1,1,8268.0,26.0,52.0,500,224,True
r9212,45589,+,45799,-,-1,,,255,,1,1,1,45775.0,24.0,48.0,500,274,True
r9213,9368,-,9325,+,-4,,,255,,2,1,1,9280.0,45.0,90.0,500,-205,True
r9214,33327,-,33285,+,-1,,,255,,1,1,1,33221.0,64.0,128.0,500,-186,True
r9215,11516,+,11692,-,-1,,,255,,1,1,1,11724.0,32.0,64.0,500,218,True
r9216,21937,+,21986,-,-27,,,255,,8,1,1,22069.0,83.0,166.0,500,167,True
r9217,38414,+,38506,-,0,,,255,,0,1,1,38520.0,14.0,28.0,500,236,True
r9218,36062,-,35955,+,-4,,,255,,4,1,1,35912.0,43.0,86.0,500,-207,True
r9219,47371,-,47321,+,-6,,,255,,5,1,1,47320.0,1.0,2.0,500,-249,True
r9220,31021,+,31076,-,-1,,,255,,1,1,1,31035.0,41.0,82.0,500,291,True
r9221,43585,-,43566,+,-6,,,255,,2,1,1,43509.0,57.0,114.0,500,-193,True
r9222,40381,+,40533,-,0,,,255,,0,1,1,40568.0,35.0,70.0,500,215,True
r9223,37857,+,38048,-,-4,,,255,,4,1,1,38006.0,42.0,84.0,500,292,True
r9224,25283,+,25285,-,-12,,,255,,5,1,1,25382.0,97.0,194.0,500,153,True
r9225,43913,+,44028,-,-4,,,255,,3,1,1,44061.0,33.0,66.0,500,217,True
r9226,18122,-,17971,+,0,,,255,,0,1,1,17960.0,11.0,22.0,500,-239,True
r9227,31407,+,31584,-,-1,,,255,,1,1,1,31604.0,20.0,40.0,500,230,True
r9228,23684,-,23515,+,0,,,255,,0,1,1,23494.0,21.0,42.0,500,-229,True
r9229,47103,-,46873,+,-5,,,255,,1,1,1,46909.0,36.0,72.0,500,-286,True
r9230,35892,+,35892,-,-1,,,255,,1,1,1,36015.0,123.0,246.0,500,127,True
r9232,25266,+,25266,-,0,,,255,,0,1,1,25263.0,3.0,6.0,500,253,True
r9233,30203,+,30350,-,-6,,,255,,5,1,1,30344.0,6.0,12.0,500,256,True
r9234,26942,-,26942,+,-6,,,255,,5,1,1,27146.0,204.0,408.0,500,-159,True
r9235,889,+,1002,-,-2,,,255,,2,1,1,1017.0,15.0,30.0,500,235,True
r9236,28993,+,29056,-,-8,,,255,,4,1,1,29047.0,9.0,18.0,500,259,True
r9237,18384,+,18512,-,-4,,,255,,1,1,1,18566.0,54.0,108.0,500,196,True
r9238,30245,+,30403,-,0,,,255,,0,1,1,30434.0,31.0,62.0,500,219,True
r9239,12562,+,12562,-,-23,,,255,,6,1,1,12620.0,58.0,116.0,500,192,True
r9240,3236,-,3236,+,-23,,,255,,7,1,1,3402.0,166.0,332.0,500,-208,True
r9241,27764,+,27920,-,-5,,,255,,1,1,1,27912.0,8.0,16.0,500,258,True
r9242,726,+,972,-,0,,,255,,0,1,1,919.0,53.0,106.0,500,303,True
r9243,20721,+,20903,-,-11,,,255,,6,1,1,20915.0,12.0,24.0,500,238,True
r9244,47730,-,47553,+,-3,,,255,,2,1,1,47583.0,30.0,60.0,500,-280,True
r9245,23906,-,23825,+,-7,,,255,,4,1,1,23789.0,36.0,72.0,500,-214,True
r9246,42431,+,42626,-,-4,,,255,,2,1,1,42569.0,57.0,114.0,500,307,True
r9247,30641,-,30489,+,-1,,,255,,1,1,1,30589.0,100.0,200.0,500,-350,True
r9249,17906,-,17811,+,-8,,,255,,5,1,1,17773.0,38.0,76.0,500,-212,True
r9251,21580,-,21407,+,-6,,,255,,2,1,1,21459.0,52.0,104.0,500,-302,True
r9252,13113,-,13113,+,-3,,,255,,3,1,1,13320.0,207.0,414.0,500,-166,True
r9253,1675,-,1389,+,-1,,,255,,1,1,1,1483.0,94.0,188.0,500,-344,True
r9254,35578,+,35740,-,0,,,255,,0,1,1,35725.0,15.0,30.0,500,265,True
r9255,37945,+,38139,-,-4,,,255,,3,1,1,38130.0,9.0,18.0,500,259,True
r9257,24048,-,23866,+,-4,,,255,,1,1,1,23855.0,11.0,22.0,500,-239,True
r9258,31475,+,31534,-,-10,,,255,,5,1,1,31551.0,17.0,34.0,500,233,True
r9260,18400,+,18494,-,-3,,,255,,2,1,1,18519.0,25.0,50.0,500,225,True
r9261,33231,+,33316,-,0,,,255,,0,1,1,33372.0,56.0,112.0,500,194,True
r9262,41053,+,41279,-,-1,,,255,,1,1,1,41213.0,66.0,132.0,500,316,True
r9263,31880,+,32113,-,-1,,,255,,1,1,1,32079.0,34.0,68.0,500,284,True
r9264,3950,+,4121,-,-10,,,255,,9,1,1,4059.0,62.0,124.0,500,312,True
r9265,7650,+,7698,-,-23,,,255,,11,1,1,7667.0,31.0,62.0,500,281,True
r9266,34229,-,34055,+,0,,,255,,0,1,1,34037.0,18.0,36.0,500,-232,True
r9267,18372,+,18554,-,-1,,,255,,1,1,1,18530.0,24.0,48.0,500,274,True
r9268,33195,+,33223,-,0,,,255,,0,1,1,33268.0,45.0,90.0,500,205,True
r9269,2655,+,2913,-,-5,,,255,,2,1,1,2821.0,92.0,184.0,500,342,True
r9270,11392,+,11590,-,-10,,,255,,8,1,1,11579.0,11.0,22.0,500,261,True
r9271,1400,-,1251,+,-3,,,255,,1,1,1,1272.0,21.0,42.0,500,-271,True
r9274,30841,-,30802,+,-3,,,255,,1,1,1,30764.0,38.0,76.0,500,-212,True
r9275,13205,-,13079,+,-5,,,255,,3,1,1,13142.0,63.0,126.0,500,-313,True
r9276,6970,+,7176,-,-3,,,255,,2,1,1,7144.0,32.0,64.0,500,282,True
r9277,9634,+,9765,-,-4,,,255,,1,1,1,9829.0,64.0,128.0,500,186,True
r9279,41633,+,41682,-,-13,,,255,,4,1,1,41709.0,27.0,54.0,500,223,True
r9280,40182,+,40440,-,-5,,,255,,3,1,1,40368.0,72.0,144.0,500,322,True
r9281,18043,+,18227,-,-1,,,255,,1,1,1,18242.0,15.0,30.0,500,235,True
r9282,3975,+,4209,-,-15,,,255,,9,1,1,4132.0,77.0,154.0,500,327,True
r9283,7067,+,7180,-,-7,,,255,,5,1,1,7216.0,36.0,72.0,500,214,True
r9284,18899,-,18867,+,-28,,,255,,13,1,1,18862.0,5.0,10.0,500,-245,True
r9285,38538,-,38437,+,-2,,,255,,2,1,1,38521.0,84.0,168.0,500,-334,True
r9286,5185,-,5026,+,0,,,255,,0,1,1,4978.0,48.0,96.0,500,-202,True
r9287,15389,+,15500,-,-5,,,255,,2,1,1,15519.0,19.0,38.0,500,231,True
r9288,8486,-,8305,+,-1,,,255,,1,1,1,8296.0,9.0,18.0,500,-241,True
r9289,43868,+,44023,-,0,,,255,,0,1,1,43959.0,64.0,128.0,500,314,True
r9290,3508,-,3396,+,-12,,,255,,3,1,1,3422.0,26.0,52.0,500,-276,True
r9291,26336,+,26522,-,-7,,,255,,6,1,1,26515.0,7.0,14.0,500,257,True
r9292,14228,-,14065,+,-6,,,255,,2,1,1,14063.0,2.0,4.0,500,-248,True
r9293,15692,-,15648,+,-2,,,255,,1,1,1,15646.0,2.0,4.0,500,-248,True
r9294,28149,+,28149,-,0,,,255,,0,1,1,28193.0,44.0,88.0,500,206,True
r9295,35295,-,35168,+,-11,,,255,,7,1,1,35099.0,69.0,138.0,500,-181,True
r9297,43318,+,43453,-,-10,,,255,,6,1,1,43480.0,27.0,54.0,500,223,True
r9298,4362,-,4349,+,0,,,255,,0,1,1,4306.0,43.0,86.0,500,-207,True
r9300,42045,+,42168,-,-1,,,255,,1,1,1,42235.0,67.0,134.0,500,183,True
r9301,9236,-,9138,+,-7,,,255,,3,1,1,9109.0,29.0,58.0,500,-221,True
r9303,31349,+,31485,-,-1,,,255,,1,1,1,31555.0,70.0,140.0,500,180,True
r9304,41008,-,40889,+,-7,,,255,,5,1,1,40871.0,18.0,36.0,500,-232,True
r9305,14296,+,14378,-,0,,,255,,0,1,1,14380.0,2.0,4.0,500,248,True
r9306,25781,+,25897,-,-10,,,255,,3,1,1,25963.0,66.0,132.0,500,184,True
r9307,30717,-,30670,+,-4,,,255,,4,1,1,30576.0,94.0,188.0,500,-156,True
r9308,13314,-,13040,+,0,,,255,,0,1,1,13110.0,70.0,140.0,500,-320,True
r9309,34783,-,34783,+,-13,,,255,,9,1,1,34865.0,82.0,164.0,500,-171,True
r9310,12760,+,12890,-,-3,,,255,,2,1,1,12851.0,39.0,78.0,500,289,True
r9312,20969,+,21227,-,-5,,,255,,3,1,1,21167.0,60.0,120.0,500,310,True
r9313,31159,-,30912,+,0,,,255,,0,1,1,30949.0,37.0,74.0,500,-287,True
r9315,6489,-,6359,+,0,,,255,,0,1,1,6282.0,77.0,154.0,500,-173,True
r9316,42756,+,42986,-,-16,,,255,,5,1,1,42925.0,61.0,122.0,500,311,True
r9317,30256,+,30467,-,-8,,,255,,3,1,1,30458.0,9.0,18.0,500,259,True
r9318,3962,+,4003,-,-2,,,255,,1,1,1,4002.0,1.0,2.0,500,251,True
r9319,35790,-,35564,+,-3,,,255,,1,1,1,35589.0,25.0,50.0,500,-275,True
r9320,41896,-,41896,+,0,,,255,,0,1,1,42095.0,199.0,398.0,500,-235,True
r9321,33181,-,33094,+,-9,,,255,,3,1,1,33092.0,2.0,4.0,500,-248,True
r9322,12644,-,12602,+,-5,,,255,,2,1,1,12604.0,2.0,4.0,500,-252,True
r9323,24298,-,24298,+,-7,,,255,,3,1,1,24457.0,159.0,318.0,500,-180,True
r9324,1727,+,1913,-,0,,,255,,0,1,1,1898.0,15.0,30.0,500,265,True
r9325,4443,-,4311,+,-6,,,255,,2,1,1,4302.0,9.0,18.0,500,-241,True
r9326,29662,-,29619,+,-6,,,255,,2,1,1,29679.0,60.0,120.0,500,-310,True
r9327,8771,-,8618,+,-6,,,255,,4,1,1,8661.0,43.0,86.0,500,-293,True
r9328,3157,+,3237,-,-17,,,255,,5,1,1,3235.0,2.0,4.0,500,252,True
r9329,20255,-,20178,+,-10,,,255,,6,1,1,20152.0,26.0,52.0,500,-224,True
r9330,32880,+,33033,-,0,,,255,,0,1,1,32986.0,47.0,94.0,500,297,True
r9331,38865,-,38755,+,-6,,,255,,4,1,1,38737.0,18.0,36.0,500,-232,True
r9332,26400,+,26442,-,-7,,,255,,6,1,1,26509.0,67.0,134.0,500,183,True
r9333,14589,+,14867,-,-5,,,255,,2,1,1,14790.0,77.0,154.0,500,327,True
r9335,40094,-,39949,+,-1,,,255,,1,1,1,39938.0,11.0,22.0,500,-239,True
r9336,19636,+,19785,-,-5,,,255,,1,1,1,19793.0,8.0,16.0,500,242,True
r9337,5594,-,5488,+,-5,,,255,,5,1,1,5515.0,27.0,54.0,500,-277,True
r9338,40978,+,40978,-,0,,,255,,0,1,1,40976.0,2.0,4.0,500,252,True
r9339,20607,+,20760,-,0,,,255,,0,1,1,20745.0,15.0,30.0,500,265,True
r9340,22389,-,22292,+,-12,,,255,,3,1,1,22214.0,78.0,156.0,500,-172,True
r9341,15138,+,15138,-,-5,,,255,,3,1,1,15169.0,31.0,62.0,500,219,True
r9342,4200,-,4014,+,-4,,,255,,4,1,1,4037.0,23.0,46.0,500,-273,True
r9343,27319,+,27545,-,-1,,,255,,1,1,1,27487.0,58.0,116.0,500,308,True
r9344,10171,+,10343,-,0,,,255,,0,1,1,10252.0,91.0,182.0,500,341,True
r9345,39769,-,39611,+,0,,,255,,0,1,1,39583.0,28.0,56.0,500,-222,True
r9346,5941,-,5827,+,-3,,,255,,3,1,1,5774.0,53.0,106.0,500,-197,True
r9347,13885,-,13697,+,-17,,,255,,4,1,1,13688.0,9.0,18.0,500,-241,True
r9349,22663,+,22907,-,-3,,,255,,2,1,1,22858.0,49.0,98.0,500,299,True
r9350,33212,-,33185,+,0,,,255,,0,1,1,33091.0,94.0,188.0,500,-156,True
r9351,45560,+,45641,-,-5,,,255,,3,1,1,45654.0,13.0,26.0,500,237,True
r9352,31991,-,31805,+,-2,,,255,,1,1,1,31837.0,32.0,64.0,500,-282,True
r9353,2114,+,2320,-,-12,,,255,,4,1,1,2308.0,12.0,24.0,500,262,True
r9355,31787,-,31652,+,-12,,,255,,10,1,1,31647.0,5.0,10.0,500,-245,True
r9357,39966,-,39861,+,-11,,,255,,5,1,1,39900.0,39.0,78.0,500,-289,True
r9358,12615,-,12478,+,-10,,,255,,7,1,1,12420.0,58.0,116.0,500,-192,True
r9360,42753,-,42748,+,-18,,,255,,6,1,1,42726.0,22.0,44.0,500,-228,True
r9361,21525,-,21293,+,-8,,,255,,1,1,1,21324.0,31.0,62.0,500,-281,True
r9362,36849,-,36722,+,-2,,,255,,2,1,1,36666.0,56.0,112.0,500,-194,True
r9363,25985,-,25912,+,-1,,,255,,1,1,1,25837.0,75.0,150.0,500,-175,True
r9366,11584,-,11392,+,0,,,255,,0,1,1,11375.0,17.0,34.0,500,-233,True
r9367,12272,+,12346,-,-3,,,255,,1,1,1,12293.0,53.0,106.0,500,303,True
r9368,35297,-,35297,+,-9,,,255,,4,1,1,35366.0,69.0,138.0,500,-181,True
r9369,30794,-,30599,+,-4,,,255,,1,1,1,30587.0,12.0,24.0,500,-238,True
r9370,21405,+,21619,-,-5,,,255,,1,1,1,21557.0,62.0,124.0,500,312,True
r9371,36352,+,36406,-,-8,,,255,,1,1,1,36410.0,4.0,8.0,500,246,True
r9372,39750,+,39845,-,-32,,,255,,13,1,1,39821.0,24.0,48.0,500,274,True
r9373,7112,-,6847,+,0,,,255,,0,1,1,6914.0,67.0,134.0,500,-317,True
r9374,47442,-,47235,+,-2,,,255,,2,1,1,47292.0,57.0,114.0,500,-307,True
r9375,28345,-,28163,+,-9,,,255,,7,1,1,28192.0,29.0,58.0,500,-279,True
r9377,16315,-,16048,+,-3,,,255,,1,1,1,16105.0,57.0,114.0,500,-307,True
r9378,23782,+,23960,-,-1,,,255,,1,1,1,23970.0,10.0,20.0,500,240,True
r9379,33802,+,33804,-,-7,,,255,,3,1,1,33869.0,65.0,130.0,500,185,True
r9380,29407,+,29605,-,-17,,,255,,5,1,1,29552.0,53.0,106.0,500,303,True
r9382,273,+,544,-,-35,,,255,,10,1,1,466.0,78.0,156.0,500,328,True
r9383,1694,-,1545,+,0,,,255,,0,1,1,1500.0,45.0,90.0,500,-205,True
r9384,13113,-,13075,+,-4,,,255,,4,1,1,13058.0,17.0,34.0,500,-233,True
r9385,42432,+,42547,-,-11,,,255,,8,1,1,42473.0,74.0,148.0,500,324,True
r9388,44327,-,44158,+,-10,,,255,,3,1,1,44159.0,1.0,2.0,500,-251,True
r9389,36389,-,36233,+,-4,,,255,,3,1,1,36197.0,36.0,72.0,500,-214,True
r9390,13210,-,13009,+,-3,,,255,,3,1,1,13061.0,52.0,104.0,500,-302,True
r9391,36734,-,36596,+,0,,,255,,0,1,1,36598.0,2.0,4.0,500,-252,True
r9392,46007,+,46007,-,-1,,,255,,1,1,1,45963.0,44.0,88.0,500,294,True
r9393,20765,-,20620,+,0,,,255,,0,1,1,20558.0,62.0,124.0,500,-188,True
r9394,20153,+,20153,-,0,,,255,,0,1,1,20165.0,12.0,24.0,500,238,True
r9395,16345,+,16496,-,-2,,,255,,2,1,1,16468.0,28.0,56.0,500,278,True
r9396,8444,-,8277,+,0,,,255,,0,1,1,8279.0,2.0,4.0,500,-252,True
r9397,17598,+,17598,-,-9,,,255,,2,1,1,17626.0,28.0,56.0,500,222,True
r9398,46324,+,46433,-,-4,,,255,,1,1,1,46457.0,24.0,48.0,500,226,True
r9399,6388,-,6382,+,-5,,,255,,2,1,1,6324.0,58.0,116.0,500,-192,True
r9400,7863,-,7574,+,-3,,,255,,2,1,1,7668.0,94.0,188.0,500,-344,True
r9402,1848,-,1646,+,-1,,,255,,1,1,1,1645.0,1.0,2.0,500,-249,True
r9403,35030,-,34836,+,-15,,,255,,5,1,1,34851.0,15.0,30.0,500,-265,True
r9404,2648,+,2809,-,-3,,,255,,2,1,1,2772.0,37.0,74.0,500,287,True
r9405,33667,-,33382,+,0,,,255,,0,1,1,33458.0,76.0,152.0,500,-326,True
r9406,19559,-,19478,+,-1,,,255,,1,1,1,19477.0,1.0,2.0,500,-249,True
r9407,22633,-,22503,+,0,,,255,,0,1,1,22461.0,42.0,84.0,500,-208,True
r9408,42597,+,42802,-,-1,,,255,,1,1,1,42800.0,2.0,4.0,500,252,True
r9409,5937,+,6137,-,-1,,,255,,1,1,1,6140.0,3.0,6.0,500,247,True
r9410,48422,-,48224,+,-1,,,255,,1,1,1,48250.0,26.0,52.0,500,-276,True
r9411,25967,+,25990,-,-1,,,255,,1,1,1,26014.0,24.0,48.0,500,226,True
r9412,7183,-,7183,+,-72,,,255,,22,1,1,7367.0,184.0,368.0,500,-285,True
r9413,16870,+,16975,-,-3,,,255,,1,1,1,16962.0,13.0,26.0,500,263,True
r9414,38742,-,38630,+,-6,,,255,,3,1,1,38644.0,14.0,28.0,500,-264,True
r9415,36307,+,36486,-,0,,,255,,0,1,1,36504.0,18.0,36.0,500,232,True
r9416,3180,-,2936,+,-5,,,255,,3,1,1,2988.0,52.0,104.0,500,-302,True
r9417,38322,-,38144,+,-1,,,255,,1,1,1,38129.0,15.0,30.0,500,-235,True
r9418,2657,+,2803,-,-14,,,255,,3,1,1,2825.0,22.0,44.0,500,228,True
r9419,20727,+,20820,-,0,,,255,,0,1,1,20861.0,41.0,82.0,500,209,True
r9420,29824,+,29926,-,-9,,,255,,6,1,1,29979.0,53.0,106.0,500,197,True
r9421,40480,-,40437,+,-1,,,255,,1,1,1,40376.0,61.0,122.0,500,-189,True
r9422,43859,+,43884,-,-5,,,255,,3,1,1,43910.0,26.0,52.0,500,224,True
r9423,16699,-,16667,+,-12,,,255,,5,1,1,16699.0,32.0,64.0,500,-282,True
r9424,33878,-,33719,+,-4,,,255,,1,1,1,33692.0,27.0,54.0,500,-223,True
r9425,14008,+,14059,-,0,,,255,,0,1,1,14140.0,81.0,162.0,500,169,True
r9426,20067,+,20230,-,-5,,,255,,4,1,1,20231.0,1.0,2.0,500,249,True
r9427,4796,-,4578,+,0,,,255,,0,1,1,4622.0,44.0,88.0,500,-294,True
r9428,14258,+,14397,-,-5,,,255,,2,1,1,14402.0,5.0,10.0,500,245,True
r9429,45609,-,45419,+,-11,,,255,,5,1,1,45465.0,46.0,92.0,500,-296,True
r9430,29763,-,29584,+,0,,,255,,0,1,1,29580.0,4.0,8.0,500,-246,True
r9431,48287,-,48125,+,0,,,255,,0,1,1,48092.0,33.0,66.0,500,-217,True
r9432,41306,+,41463,-,-6,,,255,,4,1,1,41509.0,46.0,92.0,500,204,True
r9433,39070,+,39251,-,-6,,,255,,6,1,1,39209.0,42.0,84.0,500,292,True
r9434,20792,+,20994,-,-5,,,255,,1,1,1,21000.0,6.0,12.0,500,244,True
r9435,32336,-,32111,+,0,,,255,,0,1,1,32136.0,25.0,50.0,500,-275,True
r9436,25382,+,25582,-,0,,,255,,0,1,1,25528.0,54.0,108.0,500,304,True
r9438,18549,+,18794,-,-2,,,255,,2,1,1,18753.0,41.0,82.0,500,291,True
r9439,34534,-,34319,+,-7,,,255,,4,1,1,34334.0,15.0,30.0,500,-265,True
r9440,2533,+,2533,-,-9,,,255,,7,1,1,2526.0,7.0,14.0,500,257,True
r9441,12841,-,12652,+,-3,,,255,,2,1,1,12642.0,10.0,20.0,500,-240,True
r9442,21353,-,21215,+,-1,,,255,,1,1,1,21143.0,72.0,144.0,500,-178,True
r9443,21202,+,21377,-,-27,,,255,,18,1,1,21379.0,2.0,4.0,500,248,True
